Product ID,Product Name,Edit URL,Current Fitment Text,Issue Type,Make,Models,Engine Code,Fuel Type,Year Range,Notes/Instructions
14803,"Genuine Denso Injector for Isuzu D-MAX & MU-X - 295700‑1060","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14803&action=edit","Make: Isuzu

 	Models: D-MAX (RG), MU-X (RG/BY)

 	Engine Code: 4JJ3

 	Displacement: 3.0L inline 4-cylinder

 	Fuel System: Denso Common Rail

 	Injector Part Number: 295700‑1060

 	Year Range: 2021-2025+ (verify by VIN or OE number)","Complete","Isuzu","D-MAX (RG), MU-X (RG, BY)","4JJ3","","Vehicle: 2021-2025","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14835,"Genuine Nissan ZD30CRD Fuel Line Set - Common Rail (Set of 4)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14835&action=edit","Make: Nissan

 	Model: Patrol GU / Y61

 	Engine Code: ZD30DDTi (ZD30 CRD)

 	Displacement: 3.0L Turbo Diesel

 	Fuel System: Bosch Common Rail

 	Year Range: 2007 to 2016 (CRD models only - not for Di)

 	Note: For compatibility, verify engine type (CRD only) and injector layout","Complete","Nissan","Patrol GU, Y61","ZD30DDTi","Diesel","Vehicle: 2007-2016","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
15488,"Injector Fitting Kit - Suits Toyota Land Cruiser 1HD-FTE 4.2L Turbo Diesel","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15488&action=edit","Fitment Information

 	Make: Toyota

 	Engine Codes: 1HD-FTE (4.2L 6-Cylinder Turbo Diesel)

 	Models: Toyota Land Cruiser 100 Series &amp; 70 Series (with 1HD-FTE engine)

 	Fuel Type: Diesel

 	System: Mechanical Fuel Injection","Complete","Toyota","Toyota Land Cruiser 100 Series & 70 Series (with 1HD-FTE engine)","1HD-FTE","Diesel","Toyota Land Cruiser 100 Series & 70 Series (with 1HD-FTE engine): 1998-2006","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
15491,"Mitsubishi Triton Pajero 4N15 Diesel Injector (295050-1760)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15491&action=edit","Fitment Information

 	Make: Mitsubishi

 	Engine Codes: 4N15 (2.4L Turbo Diesel)

 	Models: Triton, Pajero (Models fitted with the 4N15 engine)

 	Fuel Type: Diesel

 	System: Common Rail Diesel Injection","Missing Year Range","Mitsubishi","Triton, Pajero (Models fitted with the 4N15 engine)","4N15","Diesel","","Year Range is missing or could not be parsed - this is the most common gap. Add explicit ranges per model, e.g. 'Isuzu D-Max: 2007-2016'. Avoid 'Various' without years."
15596,"Denso 294000-1210 Common Rail Fuel Pump - Suits Isuzu D-MAX / Holden Colorado & Rodeo 4JJ1-TC Engines (2007-2020)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15596&action=edit","","Complete","Isuzu","DMAX or MUX","4JJ1","Diesel","Isuzu DMAX or MUX: 2007-2014","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
15609,"Genuine High-Pressure Fuel Pump - A2C9321760080 for Ford Ranger & Mazda BT-50","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15609&action=edit","Make: Ford / Mazda
Models: Ranger PX2, Ranger PX3, BT-50 UP, BT-50 UR
Engine Codes: 2.2L &amp; 3.2L Duratorq TDCi Diesel
Fuel Type: Diesel
Fuel System: Common Rail
Year Range: 2015 to 2022 (verify by VIN or part number)","Complete","Ford, Mazda","Ranger PX2, Ranger PX3, BT-50 UP, BT-50 UR","2.2L & 3.2L Duratorq TDCi Diesel","Diesel","Vehicle: 2015-2022","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
15616,"Genuine High-Pressure Fuel Rail - UH02-13-150A for Ford Ranger & Mazda BT-50 3.2L Diesel Engines","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15616&action=edit","Make: Ford / Mazda
Models: Ranger PX, Ranger PY, BT-50 UP
Engine Codes: P5AT 3.2L Diesel
Fuel Type: Diesel
Fuel System: Common Rail
Year Range: 2011 to 2022 (verify by VIN or engine code)","Complete","Ford, Mazda","Ranger PX, Ranger PY, BT-50 UP","P5AT 3.2L Diesel","Diesel","Vehicle: 2011-2022","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
15625,"4JJ1 Pre DPF High Flow Nozzle Kit for Isuzu Diesel Engines","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15625&action=edit","Make: Isuzu
Models: D-Max, MU-X, N-Series (selected models)
Engine Code: 4JJ1 (Pre DPF only)
Fuel Type: Diesel
Fuel System: Common Rail
Year Range: 2007 to 2016 (verify by VIN or engine type)","Complete","Isuzu","D-Max, MU-X, N-Series (selected models)","4JJ1","Diesel","Vehicle: 2007-2016","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
15630,"F00N210223 Suction Control Valve (DD15) for Detroit Diesel Engines","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15630&action=edit","Make: Detroit Diesel / Freightliner / Western Star
Models: Trucks and heavy-duty vehicles fitted with DD13, DD15, and DD16 engines
Engine Codes: DD13, DD15, DD16
Fuel Type: Diesel
Fuel System: Common Rail (Bosch)
Year Range: Various (verify by VIN or engine model)","Missing Year Range","Detroit Diesel, Freightliner, Western Star","Trucks and heavy-duty vehicles fitted with DD13, DD15, and DD16 engines","DD13, DD15, DD16","Diesel","","Year Range is missing or could not be parsed - this is the most common gap. Add explicit ranges per model, e.g. 'Isuzu D-Max: 2007-2016'. Avoid 'Various' without years."
15635,"TD42 Injector Kit - 6 x Injectors with Fitting Washers for Nissan Diesel Engines","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15635&action=edit","Make: Nissan
Models: Patrol (GQ, GU Series), Civilian Bus
Engine Codes: TD42, TD42T, TD42Ti
Fuel Type: Diesel
Fuel System: Mechanical Injection
Year Range: Various (verify by VIN or engine code)","Complete","Nissan","Patrol (GQ, GU Series), Civilian Bus","TD42, TD42T, TD42Ti","Diesel","Nissan Patrol (GQ, GU Series): 1989-2007","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
15659,"Nissan A6860-AW42B Valve Kit - Regulating Valve Assembly (Fuel Pressure Regulator / SCV Kit)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15659&action=edit","Make: Nissan / Mazda / Opel / Vauxhall
Models:

 	Nissan Navara (D40)

 	Nissan Pathfinder (R51)

 	Nissan Murano

 	X-Trail
 

Engine Type: Common-Rail Diesel Engines (various)
Fuel Type: Diesel
Fuel System: Denso Common Rail
Year Range: Various (verify by VIN or OEM part number)","Complete","Nissan, Mazda, Opel, Vauxhall","Navara D40","Common-Rail Diesel Engines","Diesel","Nissan Navara D40: 2011-2015","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
15690,"High-Pressure 4N15 Fuel Line Set for Mitsubishi 2.4L Turbo Diesel","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=15690&action=edit","Make: Mitsubishi
 Models: Triton MQ/MR, Pajero Sport QE/QF
 Engine Codes: 4N15
 Displacement: 2.4L
 Fuel Type: Diesel
 Fuel System: Common Rail
 Year Range: 2015 to 2022 (verify by VIN or original part number)","Complete","Mitsubishi","Triton MQ, MR, Pajero Sport QE, QF","4N15","Diesel","Vehicle: 2015-2022","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
